,Name,Address,Age,Type,Area1,Area2,Rooms,FloorNum,Tags,Price
133,極致福榮園帶車位福榮園,台北市士林區天母東路,31.6年,大樓,建坪 57.48,主+陽 35.44,3房2廳2衛1室,7樓/12樓,"['有裝潢', '有景觀', '前後陽台']","4,780"
134,善導捷運１＋１房華山官邸,台北市中山區長安東路一段,13.1年,大樓/套房,建坪 19.37,主+陽 9.05,1房2廳1衛,7樓/13樓,"['有裝潢', '房間皆有窗', '警衛管理']","1,415"
135,中山國中邊間3房,台北市中山區錦州街,35.1年,華廈,建坪 40.52,主+陽 35.01,3房2廳2衛,2樓/7樓,"['有裝潢', '前後陽台', '有陽台']","2,750"
136,華固推薦三房車位溫歌華花園,台北市南港區向陽路,14.4年,大樓,建坪 52.26,主+陽 28.49,3房2廳2衛,2樓/15樓,"['有裝潢', '有景觀', '前後陽台']","3,288"
137,政大電梯兩房車位政大山河,台北市文山區指南路三段,10.4年,大樓,建坪 39.19,主+陽 18.59,2房2廳2衛,9樓/13樓,"['有景觀', '有陽台', '房間皆有窗']","1,720"
138,國揚天母公園景觀國揚天母,台北市士林區中山北路六段,8.6年,大樓,建坪 203.77,主+陽 88.36,8房2廳4衛2室,10樓/13樓,"['有裝潢', '有景觀', '前後陽台']","19,238"
139,無雙高樓景觀大戶日升月恆,台北市南港區經貿二路,6.0年,大樓,建坪 189.94,主+陽 105.3,4房2廳4衛,19樓/21樓,"['有景觀', '前後陽台', '有陽台']","17,688"
140,華固名人綠意豪邸華固名人道,台北市內湖區民權東路六段,12.3年,大樓,建坪 102.51,主+陽 58.93,4房2廳2衛,5樓/14樓,"['有裝潢', '有景觀', '有陽台']","8,980"
141,民生復興朝南雅寓,台北市松山區復興北路,34.9年,公寓,建坪 33.21,主+陽 29.81,3房2廳2衛,5樓/5樓,"['有裝潢', '有景觀', '有陽台']","3,180"
142,國美詠山高樓層國美詠山,台北市內湖區港墘路,7.5年,大樓,建坪 122.79,主+陽 51.28,3房2廳2衛,13樓/16樓,"['有裝潢', '有景觀', '前後陽台']","10,800"
143,捷運華固名人美邸華固名人道,台北市內湖區民權東路六段,12.3年,大樓,建坪 84.16,主+陽 51.34,2房2廳2衛1室,2樓/14樓,"['有裝潢', '有景觀', '前後陽台']","6,888"
144,政大森活好景觀政大森活,台北市文山區政大一街,19.4年,華廈,建坪 54.68,主+陽 31.2,4房2廳2衛,5樓/7樓,"['有裝潢', '有景觀', '有陽台']","2,288"
145,靜心連雲高樓景觀靜心連雲,台北市文山區興隆路二段,5.0年,大樓,建坪 85.07,主+陽 36.3,2房2廳2衛,13樓/14樓,"['有景觀', '前後陽台', '有陽台']","5,070"
146,長耀非凡綠意四房長耀豁達-達謙,台北市內湖區成功路三段,7.5年,華廈,建坪 106.88,主+陽 49.33,4房2廳3衛,3樓/8樓,"['有裝潢', '有陽台', '廁所開窗']","6,600"
147,阿曼風尚經典小品,台北市中山區民生東路一段,13.2年,華廈,建坪 14.25,主+陽 6.22,1房1廳1衛,3樓/8樓,"['有裝潢', '前後陽台', '有陽台']","1,160"
148,帝王座向華威八方華威八方第三期,台北市中山區八德路二段,8.3年,大樓,建坪 94.32,主+陽 46.24,3房2廳3衛,8樓/20樓,"['毛胚屋', '有景觀', '前後陽台']","7,988"
149,稀有南京電梯兩房,台北市松山區南京東路五段,38.1年,大樓,建坪 22.71,主+陽 17.98,2房2廳1衛,13樓/16樓,"['有裝潢', '有陽台', '房間皆有窗']","1,980"
150,稀有2樓邊間美寓,台北市大安區通化街,43.3年,公寓,建坪 45.23,主+陽 45.23,4房2廳2衛,2樓/5樓,"['有裝潢', '有景觀', '有陽台']","3,166"
151,國都美妝小資宅國都,台北市中正區南昌路二段,38.1年,大樓,建坪 16.7,主+陽 14.43,1房1廳1衛,6樓/12樓,"['有裝潢', '有景觀', '有陽台']","1,488"
152,民生靜巷方正美邸,台北市松山區新東街,46.4年,公寓,建坪 33.73,主+陽 33.73,3房2廳2衛,3樓/4樓,"['有裝潢', '有陽台', '房間皆有窗']","2,480"
153,新裝潢一樓大空間,台北市萬華區康定路,19.5年,辦公/大樓,建坪 21.21,主+陽 12.4,1房2廳1衛,1樓/14樓,"['有裝潢', '有景觀', '廁所開窗']","1,688"
154,霸景一號院16樓圓山一號院,台北市士林區基河路,5.1年,大樓,建坪 132.17,主+陽 65.88,1廳0衛,16樓/21樓,"['毛胚屋', '有景觀', '前後陽台']","13,338"
155,稀有面公園景色佳,台北市中山區龍江路,48.0年,公寓/店面,建坪 21,主+陽 --,1房2廳2衛,1樓/4樓,"['有景觀', '近公園', '近市場']","2,350"
156,捷運植物園華廈廣成大廈,台北市中正區延平南路,39.9年,華廈,建坪 54.95,主+陽 48.71,3房2廳2衛,2樓/7樓,"['前後陽台', '有陽台', '廁所開窗']","3,488"
157,捷運名邸宏觀虹觀長虹虹觀,台北市內湖區內湖路一段,9.1年,大樓,建坪 88.89,主+陽 41.63,3房2廳2衛,3樓/14樓,"['前後陽台', '有陽台', '廁所開窗']","6,280"
158,家樂福旁三房車位,台北市北投區大屯路,4.3年,華廈,建坪 31.13,主+陽 --,3房2廳1衛,1樓/5樓,"['有裝潢', '廁所開窗', '房間皆有窗']","2,280"
159,士林電梯邊間3房有樂,台北市士林區社正路,6.3年,華廈,建坪 26.04,主+陽 17.35,3房2廳1衛,6樓/7樓,"['有裝潢', '廁所開窗', '房間皆有窗']","1,680"
160,忠孝新生辦住一樓敬賢華廈,台北市中正區臨沂街,43.7年,辦公/華廈,建坪 48.18,主+陽 --,1房1廳1衛1室,1樓/7樓,"['有裝潢', '廁所開窗', '房間皆有窗']","5,880"
161,鋼骨耐震霸氣四房忠泰味,台北市中山區林森北路,7.1年,大樓/辦公,建坪 69.79,主+陽 39.12,4房2廳2衛,7樓/24樓,"['有裝潢', '有陽台', '廁所開窗']","5,880"
162,環遊市優質露臺戶環遊市-辛亥站,台北市文山區辛亥路四段,11.1年,華廈,建坪 54.5,主+陽 26.8,3房2廳2衛,2樓/9樓,"['有景觀', '有陽台', '廁所開窗']","3,130"
163,虹景獨戶公園美邸長虹虹景,台北市內湖區行善路,10.1年,華廈,建坪 109.53,主+陽 50.17,4房2廳2衛,3樓/9樓,"['有裝潢', '有景觀', '前後陽台']","6,998"
164,101景觀藝術館瓏山林藝術館,台北市內湖區民權東路六段,12.0年,大樓,建坪 55.34,主+陽 27.93,3房2廳2衛,13樓/14樓,"['有裝潢', '有景觀', '警衛管理']","3,488"
165,朝南公園邊間三樓,台北市內湖區文德路,40.0年,公寓,建坪 34.3,主+陽 34.3,3房2廳2衛,3樓/5樓,"['有裝潢', '廁所開窗', '近公園']","1,920"
166,W110專任獨賣W110,台北市信義區光復南路,12.3年,大樓,建坪 13,主+陽 8.43,1房1廳1衛,11樓/18樓,"['有裝潢', '有景觀', '房間皆有窗']","1,538"
167,捷運2房低總價,台北市士林區克強路,39.8年,公寓,建坪 18,主+陽 17.18,2房2廳1衛,5樓/5樓,"['有裝潢', '有景觀', '有陽台']","1,380"
168,捷運邊間明亮純辦,台北市中山區長安東路二段,37.4年,辦公,建坪 28.72,主+陽 --,1廳0衛1室,9樓/12樓,"['有裝潢', '有景觀', '警衛管理']","1,980"
169,閱讀歐洲經典四房閱讀歐洲,台北市內湖區成功路五段,19.9年,大樓,建坪 64.58,主+陽 40.19,4房2廳2衛,4樓/13樓,"['有裝潢', '前後陽台', '有陽台']","4,980"
170,稀有釋出湖畔三樓湖畔庭園,台北市內湖區大湖山莊街,33.5年,公寓,建坪 30.12,主+陽 27.11,3房2廳2衛,3樓/5樓,"['有裝潢', '前後陽台', '有陽台']","1,750"
171,基泰１０１帝景基泰帝景,台北市信義區吳興街,10.9年,大樓,建坪 83.85,主+陽 35.49,2房2廳2衛,8樓/19樓,"['有裝潢', '前後陽台', '有陽台']","5,580"
172,川端高樓景觀戶,台北市中正區汀州路二段,4.0年,華廈,建坪 37.92,主+陽 16.26,1房2廳1衛,10樓/10樓,"['有裝潢', '有景觀', '前後陽台']","3,280"
173,大直街靜巷北歐風,台北市中山區大直街,35.5年,公寓,建坪 44.07,主+陽 40.19,4房2廳2衛1室,4樓/5樓,"['有裝潢', '前後陽台', '有陽台']","3,488"
174,稀有瑞光景觀兩房,台北市內湖區瑞光路,23.2年,公寓,建坪 18.72,主+陽 14.98,2房2廳1衛,4樓/5樓,"['有裝潢', '有景觀', '有陽台']","1,300"
175,湖岸周邊不看可惜濱湖皇家,台北市內湖區內湖路二段,38.1年,大樓,建坪 31.21,主+陽 23.67,3房2廳2衛,1樓/12樓,"['前後陽台', '有陽台', '警衛管理']","2,598"
176,天母景觀美裝三房,台北市士林區中山北路七段,39.0年,華廈,建坪 40.97,主+陽 36,3房2廳2衛,2樓/7樓,"['有景觀', '有陽台', '房間皆有窗']","2,580"
177,稀有江南美裝宅敦煌,台北市內湖區江南街,27.9年,華廈,建坪 12.08,主+陽 10.32,1房2廳1衛,4樓/5樓,"['有裝潢', '有陽台', '廁所開窗']","1,180"
178,麗水松園磅礡釋出麗水松園,台北市大安區麗水街,16.3年,大樓,建坪 134.19,主+陽 61.95,2房2廳3.5衛1室,8樓/13樓,"['有景觀', '前後陽台', '有陽台']","20,166"
179,木柵捷運三房車位信義18號,台北市文山區木柵路四段,9.8年,大樓,建坪 48.1,主+陽 28.27,3房2廳2衛,3樓/19樓,"['有裝潢', '有景觀', '有陽台']","2,925"
180,信義主推第一城,台北市信義區虎林街,33.8年,公寓,建坪 33.14,主+陽 30.42,3房2廳2衛,4樓/5樓,"['有裝潢', '前後陽台', '有陽台']","1,880"
181,南北向第一道四房第一道,台北市南港區園區街,11.5年,大樓,建坪 71.02,主+陽 35.7,4房2廳2衛,8樓/14樓,"['有裝潢', '有景觀', '有陽台']","5,200"
182,正隆富饒三房高樓,台北市松山區饒河街,2.2年,大樓,建坪 42.58,主+陽 28.82,3房2廳2衛,9樓/18樓,"['有景觀', '有陽台', '房間皆有窗']","3,620"
183,第一道三房雙車位第一道,台北市南港區園區街,11.5年,大樓,建坪 56.45,主+陽 25.61,3房2廳2衛,9樓/14樓,"['有裝潢', '有陽台', '廁所開窗']","3,780"
184,名門高樓景觀四房天母名門,台北市北投區立農街二段,24.1年,大樓,建坪 59.64,主+陽 37.97,4房2廳2衛,11樓/12樓,"['有裝潢', '有景觀', '前後陽台']","4,350"
185,新北價入主中正區,台北市中正區泉州街,34.7年,華廈,建坪 44.42,主+陽 33.98,4房2廳2衛,2樓/7樓,"['有裝潢', '有景觀', '有陽台']","2,980"
186,健身男女夢想家,台北市文山區福興路,40.2年,公寓,建坪 25.98,主+陽 21.66,2房2廳1衛1室,5樓/5樓,"['有裝潢', '有景觀', '有陽台']","1,198"
187,正‧太子天母太子天母,台北市士林區芝玉路一段,24.9年,大樓,建坪 89.24,主+陽 --,3房2廳3衛4室,B1-1樓/19樓,"['有裝潢', '有陽台', '廁所開窗']","4,988"
188,天母紘琚氣派輝煌天母紘琚,台北市士林區中山北路七段,9.5年,大樓,建坪 202.8,主+陽 91.19,4房2廳5衛,8樓/22樓,"['有景觀', '前後陽台', '有陽台']","22,000"
189,雙捷運忠泰隱豪邸忠泰隱,台北市中山區錦西街,8.2年,大樓,建坪 64.56,主+陽 39.39,3房2廳2衛,5樓/14樓,"['有裝潢', '有景觀', '前後陽台']","5,880"
190,文德捷運兩房車位湖水裔,台北市內湖區文德路,10.7年,大樓,建坪 31.21,主+陽 14.24,2房2廳1衛,4樓/12樓,"['有裝潢', '有陽台', '廁所開窗']","2,088"
191,雙敦靜巷頂裝豪邸,台北市松山區八德路三段,43.3年,華廈,建坪 50.93,主+陽 45.79,2房2廳2衛1室,7樓/7樓,"['有裝潢', '廁所開窗', '警衛管理']","5,050"
192,捷年涵碧三房車位捷年涵碧,台北市中正區水源路,14.4年,大樓,建坪 44.7,主+陽 24.04,3房2廳2衛,9樓/13樓,"['有裝潢', '有景觀', '有陽台']","3,288"
193,興安經典捷運名宅興安國宅南棟,台北市中山區復興北路,34.6年,大樓,建坪 29.64,主+陽 23.23,2房2廳1衛,15樓/15樓,"['有裝潢', '有景觀', '有陽台']","2,580"
194,成功一樓綠蔭環繞成功國宅30~3...,台北市大安區和平東路三段,35.6年,大樓/辦公,建坪 31.32,主+陽 --,2房2廳1衛1室,1樓/15樓,"['有裝潢', '有陽台', '廁所開窗']","2,680"
195,美裝高樓2房電梯幸福一町目,台北市士林區社正路,5.0年,華廈,建坪 20.04,主+陽 10.87,2房2廳1衛,7樓/9樓,"['有裝潢', '廁所開窗', '房間皆有窗']","1,250"
196,鋼骨氣派紐約紐約紐約紐約,台北市中山區中山北路二段,14.1年,大樓,建坪 26.14,主+陽 15.36,1房2廳1衛,6樓/14樓,"['有裝潢', '房間皆有窗', '警衛管理']","2,100"
197,捷運優美三房車位信義18號,台北市文山區木柵路四段,9.8年,大樓,建坪 45.33,主+陽 26.13,3房2廳2衛,6樓/14樓,"['有裝潢', '有景觀', '有陽台']","2,980"
198,新光三越樹景美廈天母羅浮宮,台北市士林區天母東路,36.7年,華廈,建坪 53.32,主+陽 51.12,3房2廳2衛,3樓/7樓,"['有裝潢', '有景觀', '前後陽台']","3,980"
199,榮星面寬大公寓,台北市中山區龍江路,46.4年,公寓,建坪 41.4,主+陽 41.4,4房2廳2衛,4樓/4樓,"['有裝潢', '有景觀', '前後陽台']","2,199"
200,專任西湖捷運三房,台北市內湖區內湖路一段,39.0年,公寓,建坪 30.73,主+陽 28.82,3房2廳1衛,4樓/5樓,"['有景觀', '前後陽台', '有陽台']","1,588"
201,南京三角窗住辦,台北市松山區南京東路五段,36.2年,辦公/大樓,建坪 53.34,主+陽 44.22,2房1廳2衛,4樓/14樓,"['有裝潢', '有景觀', '前後陽台']","3,888"
202,敦北皇家稀有釋出,台北市中山區朱崙街,32.4年,華廈,建坪 29.2,主+陽 24.38,2房2廳2衛,6樓/8樓,"['有裝潢', '有陽台', '廁所開窗']","2,980"
203,康寧２樓３房,台北市內湖區康寧路一段,41.8年,公寓,建坪 29.4,主+陽 29.39,3房2廳2衛,2樓/4樓,"['有裝潢', '廁所開窗', '房間皆有窗']","1,750"
204,捷運西門附小設籍,台北市中正區衡陽路,12.9年,大樓,建坪 21.62,主+陽 10.81,1房1衛,8樓/14樓,"['有裝潢', '有景觀', '有陽台']","1,750"
205,高樓邊間精美四房,台北市中山區林森北路,43.8年,大樓/辦公,建坪 43.93,主+陽 36.99,4房2廳2衛,10樓/11樓,"['有裝潢', '有景觀', '前後陽台']","3,100"
206,拓真高樓三房車位,台北市文山區興隆路三段,0.9年,大樓,建坪 43.04,主+陽 20.7,3房2廳2衛,10樓/14樓,"['有裝潢', '警衛管理', '近公園']","2,888"
207,大面採光優質華廈輝煌大廈,台北市萬華區康定路,38.6年,華廈,建坪 39.62,主+陽 34.17,2房3廳1衛,3樓/10樓,"['有裝潢', '有景觀', '有陽台']","1,980"
208,大安雙捷運大樓家美大廈,台北市大安區信義路四段,39.1年,辦公,建坪 9.93,主+陽 8.41,1房1廳1衛,4樓/12樓,"['有裝潢', '有景觀', '有陽台']","1,100"
209,大湖美妝三房車位,台北市內湖區大湖山莊街,31.7年,公寓,建坪 41.3,主+陽 27.41,3房2廳2衛,4樓/5樓,"['有裝潢', '有陽台', '房間皆有窗']","1,968"
210,天母天玉四房電梯天母大庭園,台北市士林區天玉街,34.3年,華廈,建坪 47.09,主+陽 40.55,4房2廳2衛,2樓/7樓,"['有裝潢', '前後陽台', '有陽台']","2,998"
211,掬水軒高樓美屋掬水軒,台北市北投區泉源路,20.5年,大樓,建坪 51.21,主+陽 30.25,3房2廳2衛,11樓/12樓,"['有裝潢', '有景觀', '前後陽台']","1,858"
212,東湖邊間機能精品,台北市內湖區東湖路,38.0年,公寓,建坪 35.54,主+陽 35.54,3房2廳2衛,5樓/5樓,"['有裝潢', '有景觀', '前後陽台']","1,680"
213,宏普悅桂景觀戶宏普悅桂,台北市士林區中山北路七段,14.0年,公寓,建坪 102.64,主+陽 61.01,4房2廳3衛,3-5樓/5樓,"['有裝潢', '有景觀', '廁所開窗']","8,280"
214,基泰之星中的霸主基泰之星,台北市中山區農安街,11.5年,辦公/大樓,建坪 15.7,主+陽 8.52,1房1廳1衛,10樓/14樓,"['有裝潢', '有景觀', '有陽台']","1,280"
215,華爾滋經典兩房華爾滋,台北市中山區建國北路二段,32.6年,大樓,建坪 15.48,主+陽 11.23,2房1廳1衛,3樓/15樓,"['有景觀', '房間皆有窗', '警衛管理']","1,398"
216,紐約低總價美裝潢,台北市信義區松隆路,24.2年,辦公,建坪 11.46,主+陽 8.44,1廳1衛,4樓/10樓,"['有裝潢', '有景觀', '警衛管理']","1,260"
217,冠德中研豪景美居冠德中研,台北市南港區研究院路二段,7.0年,大樓,建坪 78.42,主+陽 29.88,3房2廳2衛,12樓/18樓,"['有裝潢', '前後陽台', '有陽台']","3,998"
218,忠孝東路大戶建成大樓,台北市大安區忠孝東路四段,43.7年,大樓/辦公,建坪 75.32,主+陽 67.2,5房2廳3衛1室,11樓/12樓,"['有景觀', '警衛管理', '具垃圾處理']","7,500"
219,大屯精美三房美廈大屯櫻花園國宅,台北市北投區義方街,24.7年,華廈,建坪 49.17,主+陽 35.57,3房2廳2衛1室,1樓/8樓,"['有裝潢', '前後陽台', '有陽台']","2,980"
220,台電台大捷運美樓,台北市大安區羅斯福路三段,32.6年,辦公/大樓,建坪 42.62,主+陽 31.55,2房2廳1衛,7樓/12樓,"['有裝潢', '有景觀', '有陽台']","3,688"
221,遠宏敦品稀有釋出遠宏敦品,台北市士林區士商路,11.9年,大樓,建坪 55.32,主+陽 29.46,3房2廳2衛,2樓/11樓,"['有裝潢', '有景觀', '有陽台']","3,958"
222,萬大溫馨採光美寓,台北市萬華區萬大路,51.6年,公寓,建坪 16.92,主+陽 --,3房1廳1衛1室,2樓/4樓,"['廁所開窗', '近公園', '近捷運']",880
223,建成花園頂客美築建成花園大樓,台北市松山區民生東路五段,31.5年,大樓/套房,建坪 11.41,主+陽 9.33,1房1廳1衛,10樓/20樓,"['有裝潢', '房間皆有窗', '警衛管理']","1,060"
224,超A榮華陽光精品,台北市北投區榮華一路,26.3年,華廈,建坪 13.69,主+陽 --,1廳1衛,-1樓/5樓,"['有裝潢', '近公園', '近市場']",550
225,精美裝潢明亮2房,台北市中山區林森北路,43.9年,大樓,建坪 16.42,主+陽 13.67,2房1廳1衛,8樓/12樓,"['有裝潢', '有景觀', '警衛管理']","1,088"
226,力麒麗麒朝南美居麗麒,台北市中山區北安路,10.0年,大樓,建坪 13.56,主+陽 8.16,1房1廳1衛,3樓/14樓,"['有景觀', '有陽台', '房間皆有窗']","1,288"
227,五期稀有瑞士A辦,台北市內湖區新湖一路,8.5年,辦公,建坪 89.74,主+陽 --,1廳0衛,4樓/7樓,"['有裝潢', '廁所開窗', '房間皆有窗']","4,600"
228,近未來捷運小金屋,台北市中正區中華路二段,53.6年,公寓/套房,建坪 13.59,主+陽 13.59,1廳1衛,5樓/5樓,"['前後陽台', '有陽台', '廁所開窗']",700
229,永安學區大四房,台北市中山區明水路,25.4年,大樓,建坪 89.27,主+陽 44.45,4房2廳2衛,4樓/11樓,"['有裝潢', '有陽台', '廁所開窗']","5,980"
230,緊鄰公園三房車位,台北市萬華區西園路二段,20.3年,大樓,建坪 48.26,主+陽 26.97,3房2廳2衛,2樓/13樓,"['有裝潢', '前後陽台', '有陽台']","2,188"
231,達官道景觀美屋達官道,台北市文山區興隆路二段,12.3年,大樓,建坪 63.04,主+陽 33.19,3房2廳2衛,12樓/13樓,"['有裝潢', '有景觀', '前後陽台']","3,980"
232,稀有三樓樹海美寓,台北市文山區木柵路四段,39.9年,公寓,建坪 36.94,主+陽 34.15,3房2廳2衛,3樓/5樓,"['有裝潢', '有景觀', '前後陽台']","1,680"
233,國揚天喆華麗豪邸國揚天?,台北市中山區吉林路,10.5年,大樓,建坪 93.83,主+陽 43.38,3房2廳3.5衛1室,9樓/13樓,"['有裝潢', '有景觀', '前後陽台']","7,980"
234,靜園。獨戶大三房,台北市文山區景華街,7.2年,華廈,建坪 60.97,主+陽 36.2,3房2廳2衛,4樓/7樓,"['有裝潢', '有景觀', '有陽台']","3,480"
235,御品行館高樓,台北市北投區光明路,3.4年,大樓,建坪 65.47,主+陽 35.78,2房2廳3衛1室,21樓/24樓,"['有景觀', '前後陽台', '有陽台']","5,188"
236,仁愛國泰邊間4房國泰仁愛,台北市大安區仁愛路四段,36.0年,公寓,建坪 36.62,主+陽 36.62,4房2廳2衛1室,2樓/5樓,"['有裝潢', '有陽台', '廁所開窗']","3,480"
237,正點！民權綠三房,台北市內湖區民權東路六段,32.2年,華廈,建坪 47.48,主+陽 39.31,3房2廳2衛,3樓/7樓,"['前後陽台', '有陽台', '房間皆有窗']","2,980"
238,★首薦★南陽大廈南陽大廈,台北市大安區復興南路一段,50.1年,大樓/辦公,建坪 52.36,主+陽 52.36,2房1廳4衛7室,2樓/11樓,"['有裝潢', '有景觀', '前後陽台']","5,980"
239,螢橋國小旁美屋,台北市中正區詔安街,37.6年,公寓,建坪 29,主+陽 24.93,2房2廳1衛,5樓/5樓,"['有裝潢', '有景觀', '前後陽台']","1,598"
240,稀有釋出電梯3房,台北市內湖區成功路四段,27.0年,華廈,建坪 30.75,主+陽 20.64,3房2廳1衛,4樓/9樓,"['有裝潢', '有景觀', '前後陽台']","2,180"
241,麗都四房依山傍水麗都,台北市內湖區成功路五段,23.6年,大樓,建坪 60.37,主+陽 40.79,4房2廳2衛,1樓/11樓,"['有裝潢', '有景觀', '前後陽台']","4,500"
